primary_key,企业名称,证书编号,认定时间,有效期
365,戴文信息科技（上海）有限公司,GR202131000368,2021/10/9 0:00,三年
366,上海欧特莱阀门机械有限公司,GR202131000369,2021/10/9 0:00,三年
367,上海纬雅信息技术有限公司,GR202131000370,2021/10/9 0:00,三年
368,上海赫鹏新材料科技有限公司,GR202131000371,2021/10/9 0:00,三年
369,上海韵申新能源科技有限公司,GR202131000372,2021/10/9 0:00,三年
370,上海鹿明生物科技有限公司,GR202131000373,2021/10/9 0:00,三年
371,上海临港弘博新能源发展有限公司,GR202131000374,2021/10/9 0:00,三年
372,上海稻畑精细化工有限公司,GR202131000375,2021/10/9 0:00,三年
373,上海喜摩电动科技有限公司,GR202131000376,2021/10/9 0:00,三年
374,上海创功通讯技术有限公司,GR202131000377,2021/10/9 0:00,三年
375,泽洵（上海）科技有限公司,GR202131000378,2021/10/9 0:00,三年
376,上海科探信息技术有限公司,GR202131000379,2021/10/9 0:00,三年
377,源资信息科技（上海）有限公司,GR202131000380,2021/10/9 0:00,三年
378,芯驿电子科技（上海）有限公司,GR202131000381,2021/10/9 0:00,三年
379,上海凯纬斯信息技术有限公司,GR202131000382,2021/10/9 0:00,三年
380,上海立凯电控科技有限公司,GR202131000383,2021/10/9 0:00,三年
381,上海首坤智能科技有限公司,GR202131000384,2021/10/9 0:00,三年
382,上海全球卫星导航有限公司,GR202131000385,2021/10/9 0:00,三年
383,上海泽信软件有限公司,GR202131000386,2021/10/9 0:00,三年
384,上海瑞宝造粒机有限公司,GR202131000387,2021/10/9 0:00,三年
385,上海展冀环境有限公司,GR202131000388,2021/10/9 0:00,三年
386,上海宏灿信息科技股份有限公司,GR202131000389,2021/10/9 0:00,三年
387,上海仲柯软件有限公司,GR202131000390,2021/10/9 0:00,三年
388,上海同煦交通科技有限公司,GR202131000391,2021/10/9 0:00,三年
389,上海联业农业科技有限公司,GR202131000392,2021/10/9 0:00,三年
390,上海龙枫智能科技有限公司,GR202131000393,2021/10/9 0:00,三年
391,上海中正印刷有限公司,GR202131000394,2021/10/9 0:00,三年
392,上海矶怃科技有限公司,GR202131000395,2021/10/9 0:00,三年
393,上海樟祥电器成套有限公司,GR202131000396,2021/10/9 0:00,三年
394,上海中欣晶圆半导体科技有限公司,GR202131000397,2021/10/9 0:00,三年
395,豪德机械（上海）有限公司,GR202131000398,2021/10/9 0:00,三年
396,上海润尚光电科技有限公司,GR202131000399,2021/10/9 0:00,三年
397,彩付（上海）智能科技有限公司,GR202131000400,2021/10/9 0:00,三年
398,上海廖迎网络科技有限公司,GR202131000401,2021/10/9 0:00,三年
399,上海强邦电子有限公司,GR202131000402,2021/10/9 0:00,三年
400,上海金鹏源辐照技术有限公司,GR202131000403,2021/10/9 0:00,三年
401,上海易城工程顾问股份有限公司,GR202131000404,2021/10/9 0:00,三年
402,上海盈联电信科技有限公司,GR202131000405,2021/10/9 0:00,三年
403,上海劲易电子科技有限公司,GR202131000406,2021/10/9 0:00,三年
404,上海博挚汽车设计有限公司,GR202131000407,2021/10/9 0:00,三年
405,上海北分科技股份有限公司,GR202131000408,2021/10/9 0:00,三年
406,上海新略信息技术有限公司,GR202131000409,2021/10/9 0:00,三年
407,上海森亿医疗科技有限公司,GR202131000410,2021/10/9 0:00,三年
408,上海固极智能科技股份有限公司,GR202131000411,2021/10/9 0:00,三年
409,上海爱卫蓝新能源科技有限公司,GR202131000412,2021/10/9 0:00,三年
410,瑞艾思酷软件系统（上海）有限公司,GR202131000413,2021/10/9 0:00,三年
411,埃伏斯智能科技（上海）有限公司,GR202131000414,2021/10/9 0:00,三年
412,上海良晟科技有限公司,GR202131000415,2021/10/9 0:00,三年
413,西部医学科技集团有限公司,GR202131000416,2021/10/9 0:00,三年
414,上海百力格生物技术有限公司,GR202131000417,2021/10/9 0:00,三年
415,维殊机械科技（上海）有限公司,GR202131000418,2021/10/9 0:00,三年
416,上海轻叶能源股份有限公司,GR202131000419,2021/10/9 0:00,三年
417,上海祎睿图像科技有限公司,GR202131000420,2021/10/9 0:00,三年
418,上海甸予网络科技有限公司,GR202131000421,2021/10/9 0:00,三年
419,上海耐默光电技术有限公司,GR202131000422,2021/10/9 0:00,三年
420,上海三屹电子科技有限公司,GR202131000423,2021/10/9 0:00,三年
421,上海典汇自动化科技有限公司,GR202131000424,2021/10/9 0:00,三年
422,上海凯贤流体科技有限公司,GR202131000425,2021/10/9 0:00,三年
423,上海协讯软件有限公司,GR202131000426,2021/10/9 0:00,三年
424,上海东方财富证券投资咨询有限公司,GR202131000427,2021/10/9 0:00,三年
425,上海浦东新区公路建设发展有限公司,GR202131000428,2021/10/9 0:00,三年
426,上海成思信息科技有限公司,GR202131000429,2021/10/9 0:00,三年
427,上海卡序生物医药科技有限公司,GR202131000430,2021/10/9 0:00,三年
428,上海动永网络科技有限公司,GR202131000431,2021/10/9 0:00,三年
429,上海再启生物技术有限公司,GR202131000432,2021/10/9 0:00,三年
430,上海帕涅信息科技有限公司,GR202131000433,2021/10/9 0:00,三年
431,上海思泷智能科技有限公司,GR202131000434,2021/10/9 0:00,三年
432,上海望友信息科技有限公司,GR202131000435,2021/10/9 0:00,三年
433,上海豆子网络科技有限公司,GR202131000436,2021/10/9 0:00,三年
434,猿朗互联网科技(上海)有限公司,GR202131000437,2021/10/9 0:00,三年
435,上海新联合电气有限公司,GR202131000438,2021/10/9 0:00,三年
436,联合永道（上海）信息技术有限公司,GR202131000439,2021/10/9 0:00,三年
437,上海觅知网络科技有限公司,GR202131000440,2021/10/9 0:00,三年
438,上海承飞航空特种设备有限公司,GR202131000441,2021/10/9 0:00,三年
439,上海捷禾与得软件服务有限公司,GR202131000442,2021/10/9 0:00,三年
440,上海婷伊美科技有限公司,GR202131000443,2021/10/9 0:00,三年
441,上海和国信息科技有限公司,GR202131000444,2021/10/9 0:00,三年
442,上海沛逍网络科技有限公司,GR202131000445,2021/10/9 0:00,三年
443,上海堃元新材料股份有限公司,GR202131000446,2021/10/9 0:00,三年
444,上海磐度信息科技有限公司,GR202131000447,2021/10/9 0:00,三年
445,上海智聆信息技术有限公司,GR202131000448,2021/10/9 0:00,三年
446,达晟（上海）电子有限公司,GR202131000449,2021/10/9 0:00,三年
447,上海兹孚电子科技有限公司,GR202131000450,2021/10/9 0:00,三年
448,上海创宏生物科技有限公司,GR202131000451,2021/10/9 0:00,三年
449,上海博腾焊接材料有限公司,GR202131000452,2021/10/9 0:00,三年
450,柏美迪康环境科技（上海）股份有限公司,GR202131000453,2021/10/9 0:00,三年
451,上海熙瑾信息技术有限公司,GR202131000454,2021/10/9 0:00,三年
452,上海陆根智能传感技术有限公司,GR202131000455,2021/10/9 0:00,三年
453,上海福佑斯电器有限公司,GR202131000456,2021/10/9 0:00,三年
454,上海迎泰医疗设备有限公司,GR202131000457,2021/10/9 0:00,三年
455,上海索迪龙自动化股份有限公司,GR202131000458,2021/10/9 0:00,三年
456,轩特物联网科技（上海）有限公司,GR202131000459,2021/10/9 0:00,三年
457,上海迅美工业设备有限公司,GR202131000460,2021/10/9 0:00,三年
458,上海步云信息科技有限公司,GR202131000461,2021/10/9 0:00,三年
459,上海佐竹冷热控制技术有限公司,GR202131000462,2021/10/9 0:00,三年
460,乐放（上海）信息技术有限公司,GR202131000463,2021/10/9 0:00,三年
461,云士智能科技（上海）有限公司,GR202131000464,2021/10/9 0:00,三年
462,上海山悦环保科技发展有限公司,GR202131000465,2021/10/9 0:00,三年
463,上海正村橡塑工业有限公司,GR202131000466,2021/10/9 0:00,三年
464,上海敦隆机电有限公司,GR202131000467,2021/10/9 0:00,三年
465,上海罗盘信息科技有限公司,GR202131000468,2021/10/9 0:00,三年
466,丫肯（上海）新材料科技有限公司,GR202131000469,2021/10/9 0:00,三年
467,上海芝松航空科技有限公司,GR202131000470,2021/10/9 0:00,三年
468,上海安宇峰实业有限公司,GR202131000471,2021/10/9 0:00,三年
469,上海返景科技有限公司,GR202131000472,2021/10/9 0:00,三年
470,上海思费科工程管理有限公司,GR202131000473,2021/10/9 0:00,三年
471,上海钫铖微电子有限公司,GR202131000474,2021/10/9 0:00,三年
472,上海悟品科技有限公司,GR202131000475,2021/10/9 0:00,三年
473,上海钦文信息科技有限公司,GR202131000476,2021/10/9 0:00,三年
474,上海申云云计算科技有限公司,GR202131000477,2021/10/9 0:00,三年
475,上海海融食品科技股份有限公司,GR202131000478,2021/10/9 0:00,三年
476,上海赞润微电子科技有限公司,GR202131000479,2021/10/9 0:00,三年
477,锦汐（上海）环境科技有限公司,GR202131000480,2021/10/9 0:00,三年
478,上海仙舟信息技术有限公司,GR202131000481,2021/10/9 0:00,三年
479,上海奥林汽车安全系统有限公司,GR202131000482,2021/10/9 0:00,三年
480,上海保资智能科技有限公司,GR202131000483,2021/10/9 0:00,三年
481,上海枫河软件科技有限公司,GR202131000484,2021/10/9 0:00,三年
482,上海归古智能科技有限公司,GR202131000485,2021/10/9 0:00,三年
483,上纬新材料科技股份有限公司,GR202131000486,2021/10/9 0:00,三年
484,上海工程勘察设计有限公司,GR202131000487,2021/10/9 0:00,三年
485,上海市建筑装饰工程集团有限公司,GR202131000488,2021/10/9 0:00,三年
486,上海能宏信息科技有限公司,GR202131000489,2021/10/9 0:00,三年
487,上海曙佳科技发展有限公司,GR202131000490,2021/10/9 0:00,三年
488,上海国际超导科技有限公司,GR202131000491,2021/10/9 0:00,三年
489,上海烨盛信息科技有限公司,GR202131000492,2021/10/9 0:00,三年
490,上海云芒信息技术有限公司,GR202131000493,2021/10/9 0:00,三年
491,上海善能机械有限公司,GR202131000494,2021/10/9 0:00,三年
492,上海山水青园林建设有限公司,GR202131000495,2021/10/9 0:00,三年
493,上海旭东海普药业有限公司,GR202131000496,2021/10/9 0:00,三年
494,上海呈禹信息科技有限公司,GR202131000497,2021/10/9 0:00,三年
495,惠吉云（上海）医疗科技有限公司,GR202131000498,2021/10/9 0:00,三年
496,上海轻享互联网科技有限公司,GR202131000500,2021/10/9 0:00,三年
497,上海云耐信息科技有限公司,GR202131000501,2021/10/9 0:00,三年
498,上海初成信息科技有限公司,GR202131000502,2021/10/9 0:00,三年
499,中冶宝钢技术服务有限公司,GR202131000503,2021/10/9 0:00,三年
500,上海伟肯实业有限公司,GR202131000504,2021/10/9 0:00,三年
501,上海望源测控仪表设备有限公司,GR202131000505,2021/10/9 0:00,三年
502,上海蔺好包装材料有限公司,GR202131000506,2021/10/9 0:00,三年
503,上海界安信息科技有限公司,GR202131000507,2021/10/9 0:00,三年
504,上海腾烁电子材料有限公司,GR202131000508,2021/10/9 0:00,三年
505,上海灵境绿洲数字科技有限公司,GR202131000509,2021/10/9 0:00,三年
506,上海摩昆新能源科技有限公司,GR202131000510,2021/10/9 0:00,三年
507,瑞德肝脏疾病研究（上海）有限公司,GR202131000511,2021/10/9 0:00,三年
508,上海胜狮集成设备有限公司,GR202131000512,2021/10/9 0:00,三年
509,上海慧雄包装有限公司,GR202131000513,2021/10/9 0:00,三年
510,上海彪特人工智能科技有限公司,GR202131000514,2021/10/9 0:00,三年
511,奔达医药科技（上海）有限公司,GR202131000515,2021/10/9 0:00,三年
512,上海气象仪器厂有限公司,GR202131000516,2021/10/9 0:00,三年
513,上海邦邦机器人有限公司,GR202131000517,2021/10/9 0:00,三年
514,爱卓智能科技（上海）有限公司,GR202131000518,2021/10/9 0:00,三年
515,上海育玻光学科技有限公司,GR202131000519,2021/10/9 0:00,三年
516,中建八局装饰工程有限公司,GR202131000520,2021/10/9 0:00,三年
517,上海均诺电子有限公司,GR202131000521,2021/10/9 0:00,三年
518,上海粤田生物科技有限公司,GR202131000522,2021/10/9 0:00,三年
519,上海兆雪冷冻设备有限公司,GR202131000523,2021/10/9 0:00,三年
520,上海万禹信息科技有限公司,GR202131000524,2021/10/9 0:00,三年
521,上海智云智训教育科技有限公司,GR202131000525,2021/10/9 0:00,三年
522,上海八客信息科技有限公司,GR202131000526,2021/10/9 0:00,三年
523,上海威迈斯新能源有限公司,GR202131000527,2021/10/9 0:00,三年
524,上海铭沣半导体科技有限公司,GR202131000528,2021/10/9 0:00,三年
525,上海亿维航软件有限公司,GR202131000529,2021/10/9 0:00,三年
526,上海优变电力科技有限公司,GR202131000530,2021/10/9 0:00,三年
527,上海旗升电气股份有限公司,GR202131000531,2021/10/9 0:00,三年
528,上海达盾自动化科技有限公司,GR202131000532,2021/10/9 0:00,三年
529,上海漾瑾信息科技有限公司,GR202131000533,2021/10/9 0:00,三年
530,上海卓浪通网络科技有限公司,GR202131000534,2021/10/9 0:00,三年
531,上海动艺网络科技有限公司,GR202131000535,2021/10/9 0:00,三年
532,上海南燕信息技术有限公司,GR202131000536,2021/10/9 0:00,三年
533,霍勤（上海）汽车零部件有限公司,GR202131000537,2021/10/9 0:00,三年
534,上海德祺顺精密机械设备有限公司,GR202131000538,2021/10/9 0:00,三年
535,数库（上海）科技有限公司,GR202131000539,2021/10/9 0:00,三年
536,先勒动力控制技术（上海）有限公司,GR202131000540,2021/10/9 0:00,三年
537,上海永盛包装有限公司,GR202131000541,2021/10/9 0:00,三年
538,上海乾瑞科技有限公司,GR202131000542,2021/10/9 0:00,三年
539,聪图人工智能科技（上海）有限公司,GR202131000543,2021/10/9 0:00,三年
540,上海擎天电子科技有限公司,GR202131000544,2021/10/9 0:00,三年
541,上海晓信信息科技有限公司,GR202131000545,2021/10/9 0:00,三年
542,上海兄弟微电子技术有限公司,GR202131000546,2021/10/9 0:00,三年
543,上海速易通安防设备有限公司,GR202131000547,2021/10/9 0:00,三年
544,上海丽盛照明科技有限公司,GR202131000548,2021/10/9 0:00,三年
545,上海易丹电气有限公司,GR202131000549,2021/10/9 0:00,三年
546,上海板换机械设备有限公司,GR202131000550,2021/10/9 0:00,三年
547,上海靖盈物联网科技有限公司,GR202131000551,2021/10/9 0:00,三年
548,上海新苗医疗器械制造有限公司,GR202131000552,2021/10/9 0:00,三年
549,上海泛纳信息科技有限公司,GR202131000553,2021/10/9 0:00,三年
550,东吴在线（上海）金融信息服务有限公司,GR202131000554,2021/10/9 0:00,三年
551,上海资尔自动化科技有限公司,GR202131000555,2021/10/9 0:00,三年
552,上海运邦信息科技有限公司,GR202131000556,2021/10/9 0:00,三年
553,上海飞顿新材料科技有限公司,GR202131000557,2021/10/9 0:00,三年
554,美昕医疗器械（上海）有限公司,GR202131000558,2021/10/9 0:00,三年
555,上海卓盟企业管理咨询有限公司,GR202131000559,2021/10/9 0:00,三年
